CIF,Account Number,Account Name,Branch Code,Branch Name,Sex,Age,Age_Group,Region,Product Type,Product Code,Opening Date,Last_Transaction_Date,Initial_Deposit,End Balance,Account_Tenure_Years,Days_Since_Last_Txn,ACTIVE_ACCOUNT,INOPERATIVE,DORMANT,Debit Freez,Credit Freez,RFM_Score,RFM_Segment,Segment_Label,CLV_Predicted,CLV_Tier,Churn_Probability,Churn_Risk_Band,Dormancy_Risk_Score,Dormancy_Risk_Band,Lookalike_Score
CIF01003106,ACC0002003106,Customer_3107,BR026,Branch_26,M,21,18-25,Oromia,Janderebaw Saving Account,PRD012,2011-10-12,2025-06-22,52139.16,37357.0,14.22,192,0,1,0,0,0,14,Champions,High-CLV Active,116050.48,Top-CLV,1.8506194246477442e-06,Low Risk,0.9999997404758517,High Dormancy Risk,0.7351260617780466
CIF01003107,ACC0002003107,Customer_3108,BR012,Branch_12,F,36,36-45,SNNPR,Janderebaw Saving Account,PRD012,2019-02-15,2025-04-01,4920.15,2212.14,6.87,274,0,1,0,0,0,11,High Value,Mid-Value Growth,51502.08,Mid-CLV,1.3663691831933706e-07,Low Risk,0.9999997404758517,High Dormancy Risk,0.03232676700374498
CIF01003108,ACC0002003108,Customer_3109,BR028,Branch_28,F,31,26-35,Addis Ababa,Special Saving Account,PRD007,2016-03-05,2024-12-08,1669.01,2172.72,9.82,388,0,0,1,0,0,9,High Value,Mid-Value Growth,66389.31,High-CLV,0.9999946140129437,Critical Risk,2.952016236008268e-08,Safe,0.05347099988030068
CIF01003109,ACC0002003109,Customer_3110,BR008,Branch_8,F,31,26-35,Addis Ababa,Ordinary Saving Account,PRD001,2018-09-28,2025-08-07,6863.45,4427.55,7.26,146,1,0,0,0,0,12,Champions,Mid-Value Growth,62297.863,High-CLV,2.116761288654346e-07,Low Risk,2.9520162389037032e-08,Safe,0.02215197951570213
CIF01003110,ACC0002003110,Customer_3111,BR017,Branch_17,M,29,26-35,Tigray,Blatena Saving Account,PRD002,2024-10-10,2025-01-13,102129.71,135162.12,1.22,352,0,1,0,0,0,13,Champions,High-CLV Active,88687.7,Top-CLV,3.322559293125691e-08,Low Risk,0.9999997404758517,High Dormancy Risk,0.3541900658390325
CIF01003111,ACC0002003111,Customer_3112,BR023,Branch_23,M,25,18-25,Amhara,Dekemezmur Saving Account,PRD004,2022-12-09,2023-06-23,6093.12,10760.65,3.06,922,0,0,1,0,0,9,High Value,High-CLV Active,27414.326,Low-CLV,0.9999997853635895,Critical Risk,2.952016236008268e-08,Safe,0.029243708455600075
CIF01003112,ACC0002003112,Customer_3113,BR002,Branch_2,F,49,46-55,Addis Ababa,Blatena Saving Account,PRD002,2024-06-20,2025-06-21,5051.99,3141.83,1.53,193,0,1,0,0,0,11,High Value,Mid-Value Growth,29422.469,Low-CLV,2.405995086224277e-07,Low Risk,0.9999997404758517,High Dormancy Risk,0.007524628154267205
CIF01003113,ACC0002003113,Customer_3114,BR028,Branch_28,F,20,18-25,Afar,Special Saving Account,PRD007,2021-02-19,2024-10-29,6591.49,8470.01,4.86,428,0,0,1,0,0,10,High Value,Mid-Value Growth,42967.246,Mid-CLV,0.9999993428977335,Critical Risk,2.952016236008268e-08,Safe,0.03958510829562843
CIF01003114,ACC0002003114,Customer_3115,BR011,Branch_11,M,46,46-55,Harari,Ordinary Saving Account,PRD001,2016-11-07,2024-06-19,2377.41,545.87,9.15,560,0,0,1,0,0,9,High Value,Low Engagement,58406.016,High-CLV,0.9999983269862293,Critical Risk,2.952016236008268e-08,Safe,0.030551554886058162
CIF01003115,ACC0002003115,Customer_3116,BR015,Branch_15,F,42,36-45,Afar,Ordinary Saving Account,PRD001,2025-07-13,2025-12-31,1851.35,835.59,0.47,0,1,0,0,0,0,11,High Value,Mid-Value Growth,22521.936,Low-CLV,1.6020744518179725e-07,Low Risk,2.9520162389037032e-08,Safe,0.010550603487890924
CIF01003116,ACC0002003116,Customer_3117,BR019,Branch_19,F,30,26-35,Amhara,Special Saving Account,PRD007,2018-12-21,2025-04-12,9013.62,21312.56,7.03,263,0,1,0,0,0,13,Champions,Mid-Value Growth,68216.1,High-CLV,1.625742915761353e-07,Low Risk,0.9999997404758517,High Dormancy Risk,0.05567721528179331
CIF01003117,ACC0002003117,Customer_3118,BR020,Branch_20,M,41,36-45,Addis Ababa,Blatena Saving Account,PRD002,2015-10-21,2018-05-01,1629.21,1060.68,10.2,2801,0,0,1,0,0,3,Low Value,Cross-Sell Ready,28349.506,Low-CLV,0.9999999745394144,Critical Risk,2.952016236008268e-08,Safe,0.0034201008658860874
CIF01003118,ACC0002003118,Customer_3119,BR001,Branch_1,M,33,26-35,Addis Ababa,Hiruyan Saving Account,PRD008,2023-09-12,2024-05-16,7349.31,5927.11,2.3,594,0,0,1,0,0,10,High Value,Low Engagement,28793.434,Low-CLV,0.9999999745294146,Critical Risk,2.952016236008268e-08,Safe,0.01560102416830868
CIF01003119,ACC0002003119,Customer_3120,BR027,Branch_27,F,21,18-25,Gambela,Asrat Bekurat Saving Account,PRD010,2025-04-12,2025-08-22,19835.31,13420.54,0.72,131,1,0,0,0,0,13,Champions,Mid-Value Growth,37449.004,Mid-CLV,1.2534024474858283e-07,Low Risk,2.9520162389037032e-08,Safe,0.016172038175553845
CIF01003120,ACC0002003120,Customer_3121,BR019,Branch_19,M,21,18-25,Harari,Special Saving Account,PRD007,2017-08-24,2020-02-20,23510.17,9184.27,8.35,2141,0,0,1,0,0,6,Mid Value,Cross-Sell Ready,38616.09,Mid-CLV,0.9999998801675231,Critical Risk,2.952016236008268e-08,Safe,0.006224956711809993
CIF01003121,ACC0002003121,Customer_3122,BR030,Branch_30,F,42,36-45,Tigray,Sitota Saving Deposit,PRD018,2023-03-29,2025-05-02,10818.47,6429.49,2.76,243,0,1,0,0,0,12,Champions,Mid-Value Growth,40235.582,Mid-CLV,1.0341407033199257e-07,Low Risk,0.9999997404758517,High Dormancy Risk,0.010273242625456092
CIF01003122,ACC0002003122,Customer_3123,BR015,Branch_15,F,42,36-45,Amhara,Special Saving Account,PRD007,2017-11-18,2024-07-24,2213.91,2438.27,8.12,525,0,0,1,0,0,9,High Value,Mid-Value Growth,52792.543,Mid-CLV,0.9999998515197218,Critical Risk,2.952016236008268e-08,Safe,0.0529384162182027
CIF01003123,ACC0002003123,Customer_3124,BR019,Branch_19,M,37,36-45,Oromia,Asrat Bekurat Saving Account,PRD010,2017-11-23,2023-11-07,7208.39,6322.25,8.1,785,0,0,1,0,0,8,Mid Value,Low Engagement,48811.535,Mid-CLV,0.9999999818309547,Critical Risk,2.952016236008268e-08,Safe,0.02216173142330077
CIF01003124,ACC0002003124,Customer_3125,BR014,Branch_14,F,30,26-35,SNNPR,Special Saving Account,PRD007,2018-06-17,2018-07-12,22423.56,47184.6,7.54,2729,0,0,1,0,0,6,Mid Value,Dormant Risk,47375.277,Mid-CLV,0.9999999254876584,Critical Risk,2.952016236008268e-08,Safe,0.007046080723185814
CIF01003125,ACC0002003125,Customer_3126,BR027,Branch_27,M,32,26-35,Addis Ababa,Ahadu Bereket Saving Account,PRD011,2018-01-05,2024-09-01,33894.85,25845.07,7.99,486,0,0,1,0,0,12,Champions,High-CLV Active,72967.44,High-CLV,0.9999990402800485,Critical Risk,2.952016236008268e-08,Safe,0.03426792128112425
CIF01003126,ACC0002003126,Customer_3127,BR025,Branch_25,M,31,26-35,Amhara,Werazut Saving Account,PRD003,2024-04-13,2024-10-10,8870.87,9733.35,1.72,447,0,0,1,0,0,11,High Value,Low Engagement,29627.14,Low-CLV,0.9999936269577456,Critical Risk,2.952016236008268e-08,Safe,0.01212727504557513
CIF01003127,ACC0002003127,Customer_3128,BR028,Branch_28,F,18,18-25,SNNPR,Dekemezmur Saving Account,PRD004,2024-06-06,2024-12-22,4647.83,3706.15,1.57,374,0,0,1,0,0,9,High Value,Mid-Value Growth,26648.71,Low-CLV,0.9999991964908738,Critical Risk,2.952016236008268e-08,Safe,0.013173684619685598
CIF01003128,ACC0002003128,Customer_3129,BR016,Branch_16,F,35,26-35,Tigray,Werazut Saving Account,PRD003,2022-09-07,2024-07-15,15133.04,29290.16,3.32,534,0,0,1,0,0,12,Champions,Mid-Value Growth,50980.633,Mid-CLV,0.9999964464738346,Critical Risk,2.952016236008268e-08,Safe,0.03350819188710816
CIF01003129,ACC0002003129,Customer_3130,BR024,Branch_24,M,41,36-45,Oromia,Special Saving Account,PRD007,2019-05-26,2020-03-12,7858.96,3675.89,6.6,2120,0,0,1,0,0,5,Low Value,Low Engagement,23043.535,Low-CLV,0.9999999774609681,Critical Risk,2.952016236008268e-08,Safe,0.0039298854857097035
CIF01003130,ACC0002003130,Customer_3131,BR011,Branch_11,F,35,26-35,Tigray,Werazut Saving Account,PRD003,2011-10-23,2022-03-15,2899.65,4268.25,14.19,1387,0,0,1,0,0,8,Mid Value,Dormant Risk,83140.27,Top-CLV,0.9999996611168769,Critical Risk,2.952016236008268e-08,Safe,0.04513647873312225
CIF01003131,ACC0002003131,Customer_3132,BR014,Branch_14,F,56,56+,Addis Ababa,Sitota Saving Deposit,PRD018,2015-05-28,2022-07-28,21172.43,29833.99,10.6,1252,0,0,1,0,0,10,High Value,Mid-Value Growth,77540.52,Top-CLV,0.9999997963289262,Critical Risk,2.952016236008268e-08,Safe,0.053316158627294045
CIF01003132,ACC0002003132,Customer_3133,BR023,Branch_23,F,22,18-25,Addis Ababa,Special Saving Account,PRD007,2012-04-06,2018-06-01,13734.45,9273.25,13.74,2770,0,0,1,0,0,4,Low Value,Dormant Risk,50536.92,Mid-CLV,0.9999999484254298,Critical Risk,2.952016236008268e-08,Safe,0.0060937806619232844
CIF01003133,ACC0002003133,Customer_3134,BR003,Branch_3,F,27,26-35,Addis Ababa,Werazut Saving Account,PRD003,2010-08-30,2015-11-14,2536.81,2641.42,15.34,3700,0,0,1,0,0,3,Low Value,Dormant Risk,47457.56,Mid-CLV,0.9999999311903384,Critical Risk,2.952016236008268e-08,Safe,0.0025171917644799115
CIF01003134,ACC0002003134,Customer_3135,BR022,Branch_22,M,36,36-45,Oromia,Ahati Saving Account,PRD005,2020-02-12,2021-10-15,5183.0,7225.09,5.88,1538,0,0,1,0,0,6,Mid Value,Low Engagement,28210.236,Low-CLV,0.9999999902318596,Critical Risk,2.952016236008268e-08,Safe,0.003844772517973988
CIF01003135,ACC0002003135,Customer_3136,BR001,Branch_1,M,37,36-45,Oromia,Ahadu Bereket Saving Account,PRD011,2014-10-17,2022-01-12,10051.33,7334.83,11.21,1449,0,0,1,0,0,8,Mid Value,Low Engagement,65915.13,High-CLV,0.9999999433032124,Critical Risk,2.952016236008268e-08,Safe,0.04557095093687524
CIF01003136,ACC0002003136,Customer_3137,BR018,Branch_18,F,18,18-25,Oromia,Ahadu Bereket Saving Account,PRD011,2011-04-04,2025-11-03,1358.26,978.83,14.74,58,1,0,0,0,0,11,High Value,Mid-Value Growth,99027.26,Top-CLV,1.8337816964788366e-07,Low Risk,2.9520162389037032e-08,Safe,0.0789140763376664
CIF01003137,ACC0002003137,Customer_3138,BR015,Branch_15,M,42,36-45,Oromia,Special Saving Account,PRD007,2013-06-23,2019-05-28,4490.05,2372.7,12.52,2409,0,0,1,0,1,5,Low Value,Cross-Sell Ready,48307.97,Mid-CLV,0.9999999066285171,Critical Risk,2.952016236008268e-08,Safe,0.0019827349585419024
CIF01003138,ACC0002003138,Customer_3139,BR015,Branch_15,F,37,36-45,Oromia,Ordinary Saving Account,PRD001,2011-01-22,2025-08-16,34465.08,128169.68,14.94,137,1,0,0,0,0,15,Champions,Champions,164500.44,Top-CLV,7.031890449880034e-07,Low Risk,2.9520162389037032e-08,Safe,0.8767803261834977
CIF01003139,ACC0002003139,Customer_3140,BR015,Branch_15,M,18,18-25,Amhara,Prime Customer Deposit Account,PRD013,2012-01-24,2018-06-15,6407.14,5350.85,13.94,2756,0,0,1,0,0,4,Low Value,Cross-Sell Ready,50218.527,Mid-CLV,0.9999999961383519,Critical Risk,2.952016236008268e-08,Safe,0.004879070229327963
CIF01003140,ACC0002003140,Customer_3141,BR015,Branch_15,M,33,26-35,Tigray,Equb Saving Account,PRD014,2017-12-15,2017-12-27,4033.19,2136.03,8.04,2926,0,0,1,0,0,3,Low Value,Cross-Sell Ready,22910.293,Low-CLV,0.99999994405342,Critical Risk,2.952016236008268e-08,Safe,0.003126219990423362
CIF01003141,ACC0002003141,Customer_3142,BR013,Branch_13,M,25,18-25,Addis Ababa,Prime Customer Deposit Account,PRD013,2020-10-05,2025-05-19,67783.29,25931.34,5.24,226,0,1,0,0,0,14,Champions,High-CLV Active,68472.66,High-CLV,6.851454057012491e-08,Low Risk,0.9999997404758517,High Dormancy Risk,0.05283243310393269
CIF01003142,ACC0002003142,Customer_3143,BR014,Branch_14,M,29,26-35,Oromia,Hiruyan Saving Account,PRD008,2022-08-11,2023-10-20,22567.8,15407.56,3.39,803,0,0,1,0,0,9,High Value,Low Engagement,34058.844,Low-CLV,0.9999998859123166,Critical Risk,2.952016236008268e-08,Safe,0.016107499061993612
CIF01003143,ACC0002003143,Customer_3144,BR018,Branch_18,M,18,18-25,Addis Ababa,Ordinary Saving Account,PRD001,2016-05-01,2022-07-11,37913.53,49178.66,9.67,1269,0,0,1,0,0,10,High Value,High-CLV Active,78203.31,Top-CLV,0.9999999776940776,Critical Risk,2.952016236008268e-08,Safe,0.08768045056147117
CIF01003144,ACC0002003144,Customer_3145,BR023,Branch_23,F,39,36-45,Addis Ababa,Couples Saving Deposit,PRD016,2021-11-06,2023-10-19,4113.68,3900.26,4.15,804,0,0,1,0,0,8,Mid Value,Mid-Value Growth,32074.22,Low-CLV,0.9999999734526857,Critical Risk,2.952016236008268e-08,Safe,0.009934814547755329
CIF01003145,ACC0002003145,Customer_3146,BR017,Branch_17,F,56,56+,Amhara,Ordinary Saving Account,PRD001,2011-07-07,2020-07-23,8720.12,11893.67,14.49,1987,0,0,1,0,0,7,Mid Value,Dormant Risk,74735.945,High-CLV,0.9999998060056065,Critical Risk,2.952016236008268e-08,Safe,0.08427144359028636
CIF01003146,ACC0002003146,Customer_3147,BR020,Branch_20,M,38,36-45,Dire Dawa,Ordinary Saving Account,PRD001,2012-01-22,2022-09-11,13145.13,22314.18,13.94,1207,0,0,1,0,0,10,High Value,Cross-Sell Ready,88583.23,Top-CLV,0.9999999741841319,Critical Risk,2.952016236008268e-08,Safe,0.08274115272150472
CIF01003147,ACC0002003147,Customer_3148,BR026,Branch_26,M,18,18-25,Oromia,Special Saving Account,PRD007,2015-03-26,2025-09-08,18773.83,18952.08,10.77,114,1,0,0,1,1,13,Champions,High-CLV Active,89191.22,Top-CLV,9.801043672152806e-08,Low Risk,2.9520162389037032e-08,Safe,0.07043680868428251
CIF01003148,ACC0002003148,Customer_3149,BR030,Branch_30,F,38,36-45,Oromia,Ahati Saving Account,PRD005,2020-03-11,2025-10-05,411949.08,421731.42,5.81,87,1,0,0,0,0,15,Champions,Mid-Value Growth,291861.16,Top-CLV,5.746691040562437e-08,Low Risk,2.9520162389037032e-08,Safe,0.9617395201280946
CIF01003149,ACC0002003149,Customer_3150,BR004,Branch_4,M,32,26-35,Addis Ababa,Asrat Bekurat Saving Account,PRD010,2012-03-31,2015-12-16,15156.62,42856.98,13.75,3668,0,0,1,0,0,6,Mid Value,Cross-Sell Ready,62102.42,High-CLV,0.9999999205699411,Critical Risk,2.952016236008268e-08,Safe,0.013163668248959925
CIF01003150,ACC0002003150,Customer_3151,BR022,Branch_22,M,21,18-25,Addis Ababa,Special Saving Account,PRD007,2010-01-09,2010-05-18,67895.56,116740.81,15.98,5706,0,0,1,0,0,7,Mid Value,Cross-Sell Ready,91498.11,Top-CLV,0.9999999780025037,Critical Risk,2.952016236008268e-08,Safe,0.7618678424722098
CIF01003151,ACC0002003151,Customer_3152,BR007,Branch_7,F,39,36-45,Harari,Ordinary Saving Account,PRD001,2019-07-30,2023-12-31,413517.66,575593.93,6.42,731,0,0,1,0,0,13,Champions,Mid-Value Growth,320664.78,Top-CLV,0.9999966251799898,Critical Risk,2.952016236008268e-08,Safe,0.9324167697232699
CIF01003152,ACC0002003152,Customer_3153,BR006,Branch_6,F,45,36-45,Amhara,Special Saving Account,PRD007,2016-07-10,2018-06-13,175285.23,157679.35,9.48,2758,0,0,1,0,0,7,Mid Value,Dormant Risk,117420.96,Top-CLV,0.9999999169491744,Critical Risk,2.952016236008268e-08,Safe,0.9233697314045194
CIF01003153,ACC0002003153,Customer_3154,BR024,Branch_24,F,26,26-35,SNNPR,Prime Customer Deposit Account,PRD013,2016-10-30,2020-02-03,16917.61,28039.47,9.17,2158,0,0,1,0,0,8,Mid Value,Dormant Risk,54512.824,High-CLV,0.9999998932820785,Critical Risk,2.952016236008268e-08,Safe,0.04154217327572723
CIF01003154,ACC0002003154,Customer_3155,BR003,Branch_3,F,18,18-25,Harari,Prime Customer Deposit Account,PRD013,2016-09-23,2023-09-18,74713.68,102008.2,9.27,835,0,0,1,0,0,11,High Value,Mid-Value Growth,106852.74,Top-CLV,0.9999999057716973,Critical Risk,2.952016236008268e-08,Safe,0.5788098076828121
CIF01003155,ACC0002003155,Customer_3156,BR026,Branch_26,F,18,18-25,Amhara,Ordinary Saving Account,PRD001,2024-12-11,2025-07-30,16176.65,21592.78,1.05,154,1,0,0,0,0,13,Champions,Mid-Value Growth,38161.863,Mid-CLV,5.3400850332435585e-08,Low Risk,2.9520162389037032e-08,Safe,0.025312133176007837
CIF01003156,ACC0002003156,Customer_3157,BR024,Branch_24,F,27,26-35,Addis Ababa,Werazut Saving Account,PRD003,2011-11-05,2020-04-26,12601.34,21415.96,14.15,2075,0,0,1,0,0,7,Mid Value,Dormant Risk,71821.68,High-CLV,0.9999998041122897,Critical Risk,2.952016236008268e-08,Safe,0.04372518938345809
CIF01003157,ACC0002003157,Customer_3158,BR030,Branch_30,M,33,26-35,SNNPR,Ordinary Saving Account,PRD001,2019-09-27,2024-11-08,47172.9,63400.0,6.26,418,0,0,1,0,0,13,Champions,High-CLV Active,79567.07,Top-CLV,0.9999949647327092,Critical Risk,2.952016236008268e-08,Safe,0.1483473492630687
CIF01003158,ACC0002003158,Customer_3159,BR021,Branch_21,M,28,26-35,Tigray,Asrat Bekurat Saving Account,PRD010,2022-04-05,2024-08-16,50282.3,22333.9,3.74,502,0,0,1,0,0,12,Champions,High-CLV Active,56064.87,High-CLV,0.999998415500126,Critical Risk,2.952016236008268e-08,Safe,0.0157501939172443
CIF01003159,ACC0002003159,Customer_3160,BR027,Branch_27,M,26,26-35,Oromia,Special Saving Account,PRD007,2022-03-29,2025-09-16,28586.42,32646.44,3.76,106,1,0,0,0,0,14,Champions,High-CLV Active,63297.26,High-CLV,1.7157828922689343e-08,Low Risk,2.9520162389037032e-08,Safe,0.05915377762413771
CIF01003160,ACC0002003160,Customer_3161,BR004,Branch_4,M,41,36-45,Amhara,Ahati Saving Account,PRD005,2011-05-13,2014-04-02,10391.07,5882.08,14.64,4291,0,0,1,0,0,4,Low Value,Cross-Sell Ready,39523.043,Mid-CLV,0.9999999581423136,Critical Risk,2.952016236008268e-08,Safe,0.002385422398391495
CIF01003161,ACC0002003161,Customer_3162,BR027,Branch_27,F,40,36-45,Amhara,Blatena Saving Account,PRD002,2015-05-12,2019-11-27,6474.37,10462.83,10.64,2226,0,0,1,0,0,7,Mid Value,Dormant Risk,50840.33,Mid-CLV,0.9999999538957135,Critical Risk,2.952016236008268e-08,Safe,0.04880479592698747
CIF01003162,ACC0002003162,Customer_3163,BR005,Branch_5,M,37,36-45,Oromia,Ahadu Bereket Saving Account,PRD011,2025-05-13,2025-08-23,2185.96,942.7,0.64,130,1,0,0,0,0,11,High Value,Low Engagement,23206.11,Low-CLV,3.141494881592985e-07,Low Risk,2.9520162389037032e-08,Safe,0.009596984210174155
CIF01003163,ACC0002003163,Customer_3164,BR010,Branch_10,M,44,36-45,SNNPR,Ahadu Bereket Saving Account,PRD011,2022-01-26,2025-05-04,17042.42,18486.97,3.93,241,0,1,0,0,0,13,Champions,High-CLV Active,53900.223,High-CLV,3.5305922994972195e-08,Low Risk,0.9999997404758517,High Dormancy Risk,0.05754576317580449
CIF01003164,ACC0002003164,Customer_3165,BR004,Branch_4,M,27,26-35,Addis Ababa,Ahati Saving Account,PRD005,2024-10-07,2025-10-18,19049.48,21796.3,1.23,74,1,0,0,0,0,13,Champions,High-CLV Active,40798.016,Mid-CLV,3.262102474832145e-08,Low Risk,2.9520162389037032e-08,Safe,0.027558036614932273
CIF01003165,ACC0002003165,Customer_3166,BR013,Branch_13,F,21,18-25,Oromia,Ordinary Saving Account,PRD001,2021-10-03,2023-03-06,46426.77,25782.31,4.24,1031,0,0,1,1,0,10,High Value,Mid-Value Growth,48269.23,Mid-CLV,0.9999999367938999,Critical Risk,2.952016236008268e-08,Safe,0.017051502715494677
CIF01003166,ACC0002003166,Customer_3167,BR023,Branch_23,F,28,26-35,Oromia,Ahati Saving Account,PRD005,2011-02-08,2024-10-19,1497.01,1575.89,14.89,438,0,0,1,0,0,9,High Value,Dormant Risk,90257.375,Top-CLV,0.9999904489854395,Critical Risk,2.952016236008268e-08,Safe,0.05468672488643267
CIF01003167,ACC0002003167,Customer_3168,BR009,Branch_9,F,27,26-35,Amhara,Equb Saving Account,PRD014,2025-11-07,2025-12-13,15618.23,27359.79,0.15,18,1,0,0,0,0,14,Champions,Mid-Value Growth,37130.684,Mid-CLV,3.1911172724057225e-08,Low Risk,2.9520162389037032e-08,Safe,0.031382693353833535
CIF01003168,ACC0002003168,Customer_3169,BR025,Branch_25,M,18,18-25,Dire Dawa,Special Saving Account,PRD007,2023-05-12,2023-12-25,9860.11,7802.92,2.64,737,0,0,1,0,0,10,High Value,Low Engagement,31182.17,Low-CLV,0.9999999271089142,Critical Risk,2.952016236008268e-08,Safe,0.01149424125070016
CIF01003169,ACC0002003169,Customer_3170,BR019,Branch_19,M,28,26-35,Amhara,Asrat Bekurat Saving Account,PRD010,2020-07-30,2025-05-03,12255.67,16114.14,5.42,242,0,1,0,0,0,13,Champions,High-CLV Active,60570.645,High-CLV,4.9648267042896645e-08,Low Risk,0.9999997404758517,High Dormancy Risk,0.05988705117666418
CIF01003170,ACC0002003170,Customer_3171,BR019,Branch_19,F,48,46-55,SNNPR,Blatena Saving Account,PRD002,2010-01-06,2012-10-05,86496.93,129630.74,15.98,4835,0,0,1,0,0,7,Mid Value,Dormant Risk,104909.08,Top-CLV,0.9999999097244988,Critical Risk,2.952016236008268e-08,Safe,0.8163668261543954
CIF01003171,ACC0002003171,Customer_3172,BR029,Branch_29,F,44,36-45,Addis Ababa,Werazut Saving Account,PRD003,2024-08-28,2025-07-30,91349.19,53210.46,1.34,154,1,0,0,0,0,14,Champions,Mid-Value Growth,64567.516,High-CLV,3.3025609426074565e-08,Low Risk,2.9520162389037032e-08,Safe,0.042955765418118436
CIF01003172,ACC0002003172,Customer_3173,BR013,Branch_13,F,41,36-45,Amhara,Ordinary Saving Account,PRD001,2024-04-01,2025-11-18,61296.58,69443.71,1.75,43,1,0,0,0,0,15,Champions,Mid-Value Growth,73173.34,High-CLV,2.076941670336402e-07,Low Risk,2.9520162389037032e-08,Safe,0.2023784859533481
CIF01003173,ACC0002003173,Customer_3174,BR011,Branch_11,F,36,36-45,Addis Ababa,Werazut Saving Account,PRD003,2023-11-14,2025-05-16,15377.09,14974.8,2.13,229,0,1,0,0,0,13,Champions,Mid-Value Growth,41531.273,Mid-CLV,4.202872727239246e-07,Low Risk,0.9999997404758517,High Dormancy Risk,0.034272299841386224
CIF01003174,ACC0002003174,Customer_3175,BR030,Branch_30,M,52,46-55,Oromia,Ordinary Saving Account,PRD001,2014-10-11,2020-05-28,10055.66,11014.71,11.22,2043,0,0,1,0,0,7,Mid Value,Cross-Sell Ready,55263.344,High-CLV,0.9999999700218336,Critical Risk,2.952016236008268e-08,Safe,0.05399717575254446
CIF01003175,ACC0002003175,Customer_3176,BR017,Branch_17,F,22,18-25,SNNPR,Abew Saving Account,PRD006,2024-09-12,2025-10-15,81308.12,34322.26,1.3,77,1,0,0,0,0,14,Champions,Mid-Value Growth,53812.57,High-CLV,4.6610117040292675e-08,Low Risk,2.9520162389037032e-08,Safe,0.03392804836493504
CIF01003176,ACC0002003176,Customer_3177,BR019,Branch_19,F,23,18-25,Addis Ababa,Werazut Saving Account,PRD003,2010-02-17,2013-02-19,173748.53,82532.37,15.87,4698,0,0,1,0,0,7,Mid Value,Dormant Risk,88065.24,Top-CLV,0.9999999168773139,Critical Risk,2.952016236008268e-08,Safe,0.37346137268361823
CIF01003177,ACC0002003177,Customer_3178,BR009,Branch_9,F,48,46-55,Harari,Janderebaw Saving Account,PRD012,2019-03-04,2020-11-22,147004.1,337816.28,6.83,1865,0,0,1,0,0,9,High Value,Champions,185415.16,Top-CLV,0.9999999459968683,Critical Risk,2.952016236008268e-08,Safe,0.9283923851767031
CIF01003178,ACC0002003178,Customer_3179,BR007,Branch_7,F,35,26-35,Oromia,Werazut Saving Account,PRD003,2022-04-19,2024-09-07,27827.15,48413.88,3.7,480,0,0,1,0,0,12,Champions,Mid-Value Growth,60815.016,High-CLV,0.9999955452095108,Critical Risk,2.952016236008268e-08,Safe,0.047721412850680656
CIF01003179,ACC0002003179,Customer_3180,BR006,Branch_6,M,26,26-35,SNNPR,Ordinary Saving Account,PRD001,2013-08-01,2022-11-09,14184.94,17890.01,12.42,1148,0,0,1,0,0,9,High Value,Cross-Sell Ready,75715.66,High-CLV,0.9999996655110059,Critical Risk,2.952016236008268e-08,Safe,0.06968659126950551
CIF01003180,ACC0002003180,Customer_3181,BR007,Branch_7,M,41,36-45,Oromia,Ordinary Saving Account,PRD001,2025-06-25,2025-08-16,37704.39,71575.65,0.52,137,1,0,0,0,0,15,Champions,High-CLV Active,62731.0,High-CLV,4.799107812162404e-08,Low Risk,2.9520162389037032e-08,Safe,0.24501894344724065
CIF01003181,ACC0002003181,Customer_3182,BR006,Branch_6,F,29,26-35,Tigray,Blatena Saving Account,PRD002,2019-05-12,2023-08-05,41470.95,20685.95,6.64,879,0,0,1,0,0,9,High Value,Mid-Value Growth,51697.215,Mid-CLV,0.9999999202826696,Critical Risk,2.952016236008268e-08,Safe,0.017448016529039028
CIF01003182,ACC0002003182,Customer_3183,BR023,Branch_23,M,24,18-25,Amhara,Hiruyan Saving Account,PRD008,2012-08-11,2023-03-06,7330.83,7070.25,13.39,1031,0,0,1,0,0,8,Mid Value,Cross-Sell Ready,77989.6,Top-CLV,0.9999998363473653,Critical Risk,2.952016236008268e-08,Safe,0.06670636484867684
CIF01003183,ACC0002003183,Customer_3184,BR002,Branch_2,M,24,18-25,Addis Ababa,Special Saving Account,PRD007,2024-09-29,2025-06-06,10011.83,9126.22,1.25,208,0,1,0,0,0,12,Champions,High-CLV Active,30763.773,Low-CLV,4.993522004477299e-08,Low Risk,0.9999997404758517,High Dormancy Risk,0.008396124507021851
CIF01003184,ACC0002003184,Customer_3185,BR019,Branch_19,M,38,36-45,Benishangul-Gumuz,Special Saving Account,PRD007,2012-01-09,2014-04-21,1291229.41,898960.58,13.98,4272,0,0,1,0,0,7,Mid Value,Cross-Sell Ready,1175688.6,Top-CLV,0.9999999477893179,Critical Risk,2.952016236008268e-08,Safe,0.9312181952053553
CIF01003185,ACC0002003185,Customer_3186,BR029,Branch_29,F,37,36-45,SNNPR,Prime Customer Deposit Account,PRD013,2025-07-26,2025-12-28,7327.37,4101.72,0.43,3,1,0,0,0,0,12,Champions,Mid-Value Growth,28715.691,Low-CLV,1.0129497965075668e-07,Low Risk,2.9520162389037032e-08,Safe,0.012489848059791349
