CIF,Account Number,Account Name,Product Type,Region,End Balance,Days_Since_Last_Txn,Dormancy_Risk_Score
CIF01002594,ACC0002002594,Customer_2595,Ordinary Saving Account,Oromia,36285.25,243,0.9999997404758517
CIF01002587,ACC0002002587,Customer_2588,Couples Saving Deposit,Addis Ababa,2706.99,221,0.9999997404758517
CIF01002581,ACC0002002581,Customer_2582,Special Saving Account,Addis Ababa,1599.1,303,0.9999997404758517
CIF01002574,ACC0002002574,Customer_2575,Hiruyan Saving Account,Addis Ababa,59285.22,364,0.9999997404758517
CIF01002566,ACC0002002566,Customer_2567,Special Saving Account,Dire Dawa,3723.06,214,0.9999997404758517
CIF01002534,ACC0002002534,Customer_2535,Prime Customer Deposit Account,Addis Ababa,10871.7,317,0.9999997404758517
CIF01002524,ACC0002002524,Customer_2525,Asrat Bekurat Saving Account,Oromia,39795.22,321,0.9999997404758517
CIF01002515,ACC0002002515,Customer_2516,Abew Saving Account,Sidama,8305.08,225,0.9999997404758517
CIF01002795,ACC0002002795,Customer_2796,Ordinary Saving Account,SNNPR,3290.35,248,0.9999997404758517
CIF01002791,ACC0002002791,Customer_2792,Special Saving Account,Afar,32025.86,182,0.9999997404758517
CIF01002777,ACC0002002777,Customer_2778,Agape Saving Account,Amhara,226275.65,278,0.9999997404758517
CIF01002775,ACC0002002775,Customer_2776,Ahadu Bereket Saving Account,Sidama,4668.24,196,0.9999997404758517
CIF01002763,ACC0002002763,Customer_2764,Abew Saving Account,Amhara,38045.25,255,0.9999997404758517
CIF01002754,ACC0002002754,Customer_2755,Ordinary Saving Account,Addis Ababa,194960.94,222,0.9999997404758517
CIF01002752,ACC0002002752,Customer_2753,Ordinary Saving Account,Addis Ababa,31380.83,315,0.9999997404758517
CIF01002744,ACC0002002744,Customer_2745,Equb Saving Account,Addis Ababa,26902.0,198,0.9999997404758517
CIF01002732,ACC0002002732,Customer_2733,Abew Saving Account,Harari,55866.12,245,0.9999997404758517
CIF01002692,ACC0002002692,Customer_2693,Blatena Saving Account,Addis Ababa,66276.58,362,0.9999997404758517
CIF01002688,ACC0002002688,Customer_2689,Prime Customer Deposit Account,Oromia,9104.6,244,0.9999997404758517
CIF01002672,ACC0002002672,Customer_2673,Werazut Saving Account,Amhara,114762.85,212,0.9999997404758517
CIF01002668,ACC0002002668,Customer_2669,Abew Saving Account,Oromia,32038.89,332,0.9999997404758517
CIF01002666,ACC0002002666,Customer_2667,Ordinary Saving Account,Oromia,120950.81,224,0.9999997404758517
CIF01002663,ACC0002002663,Customer_2664,Ordinary Saving Account,Oromia,8582.73,198,0.9999997404758517
CIF01002660,ACC0002002660,Customer_2661,Werazut Saving Account,Amhara,1389.77,226,0.9999997404758517
CIF01002916,ACC0002002916,Customer_2917,Agape Saving Account,SNNPR,17523.63,319,0.9999997404758517
CIF01002911,ACC0002002911,Customer_2912,Werazut Saving Account,Addis Ababa,2335.05,276,0.9999997404758517
CIF01002910,ACC0002002910,Customer_2911,Tirufat Savings Account,Amhara,10997.12,213,0.9999997404758517
CIF01002899,ACC0002002899,Customer_2900,Dekemezmur Saving Account,Addis Ababa,83795.86,256,0.9999997404758517
CIF01002895,ACC0002002895,Customer_2896,Special Saving Account,Amhara,10061.1,256,0.9999997404758517
CIF01002893,ACC0002002893,Customer_2894,Ordinary Saving Account,Oromia,4983.89,300,0.9999997404758517
CIF01002885,ACC0002002885,Customer_2886,Ordinary Saving Account,Sidama,23754.56,324,0.9999997404758517
CIF01002874,ACC0002002874,Customer_2875,Werazut Saving Account,Oromia,66634.1,224,0.9999997404758517
CIF01002863,ACC0002002863,Customer_2864,Abew Saving Account,SNNPR,2145.52,185,0.9999997404758517
CIF01002862,ACC0002002862,Customer_2863,Ordinary Saving Account,Oromia,6220.3,271,0.9999997404758517
CIF01002837,ACC0002002837,Customer_2838,Special Saving Account,Oromia,86545.95,266,0.9999997404758517
CIF01002823,ACC0002002823,Customer_2824,Ahati Saving Account,Amhara,14326.88,309,0.9999997404758517
CIF01002822,ACC0002002822,Customer_2823,Hiruyan Saving Account,Addis Ababa,21244.38,318,0.9999997404758517
CIF01002808,ACC0002002808,Customer_2809,Blatena Saving Account,Amhara,5693.77,239,0.9999997404758517
CIF01002803,ACC0002002803,Customer_2804,Blatena Saving Account,Amhara,27782.83,188,0.9999997404758517
CIF01002799,ACC0002002799,Customer_2800,Abew Saving Account,SNNPR,16016.22,326,0.9999997404758517
CIF01003090,ACC0002003090,Customer_3091,Ordinary Saving Account,Addis Ababa,67799.29,322,0.9999997404758517
CIF01003088,ACC0002003088,Customer_3089,Blatena Saving Account,Addis Ababa,149819.75,201,0.9999997404758517
CIF01003085,ACC0002003085,Customer_3086,Ahadu Bereket Saving Account,Benishangul-Gumuz,19406.57,212,0.9999997404758517
CIF01003072,ACC0002003072,Customer_3073,Special Saving Account,Oromia,84157.28,232,0.9999997404758517
CIF01003056,ACC0002003056,Customer_3057,Abew Saving Account,Benishangul-Gumuz,82680.91,217,0.9999997404758517
CIF01003041,ACC0002003041,Customer_3042,Equb Saving Account,Afar,48968.74,191,0.9999997404758517
CIF01003039,ACC0002003039,Customer_3040,Special Saving Account,Addis Ababa,9660.5,314,0.9999997404758517
CIF01003028,ACC0002003028,Customer_3029,Blatena Saving Account,Addis Ababa,25502.74,245,0.9999997404758517
CIF01003008,ACC0002003008,Customer_3009,Special Saving Account,Addis Ababa,32469.53,220,0.9999997404758517
CIF01002979,ACC0002002979,Customer_2980,Ordinary Saving Account,SNNPR,53230.52,288,0.9999997404758517
CIF01002963,ACC0002002963,Customer_2964,Tirufat Savings Account,SNNPR,4230.37,300,0.9999997404758517
CIF01002953,ACC0002002953,Customer_2954,Abew Saving Account,Oromia,15372.89,241,0.9999997404758517
CIF01002944,ACC0002002944,Customer_2945,Blatena Saving Account,Benishangul-Gumuz,3606.21,322,0.9999997404758517
CIF01002942,ACC0002002942,Customer_2943,Ordinary Saving Account,Dire Dawa,163648.23,357,0.9999997404758517
CIF01002935,ACC0002002935,Customer_2936,Blatena Saving Account,Addis Ababa,112176.38,340,0.9999997404758517
CIF01003222,ACC0002003222,Customer_3223,Hiruyan Saving Account,Amhara,58002.46,211,0.9999997404758517
CIF01003203,ACC0002003203,Customer_3204,Ordinary Saving Account,SNNPR,34500.55,311,0.9999997404758517
CIF01003197,ACC0002003197,Customer_3198,Hiruyan Saving Account,SNNPR,6171.77,238,0.9999997404758517
CIF01003191,ACC0002003191,Customer_3192,Hiruyan Saving Account,Sidama,57909.89,184,0.9999997404758517
CIF01003187,ACC0002003187,Customer_3188,Ahati Saving Account,SNNPR,4678.75,185,0.9999997404758517
CIF01003183,ACC0002003183,Customer_3184,Special Saving Account,Addis Ababa,9126.22,208,0.9999997404758517
CIF01003173,ACC0002003173,Customer_3174,Werazut Saving Account,Addis Ababa,14974.8,229,0.9999997404758517
CIF01003169,ACC0002003169,Customer_3170,Asrat Bekurat Saving Account,Amhara,16114.14,242,0.9999997404758517
CIF01003163,ACC0002003163,Customer_3164,Ahadu Bereket Saving Account,SNNPR,18486.97,241,0.9999997404758517
CIF01003141,ACC0002003141,Customer_3142,Prime Customer Deposit Account,Addis Ababa,25931.34,226,0.9999997404758517
CIF01003121,ACC0002003121,Customer_3122,Sitota Saving Deposit,Tigray,6429.49,243,0.9999997404758517
CIF01003116,ACC0002003116,Customer_3117,Special Saving Account,Amhara,21312.56,263,0.9999997404758517
CIF01003112,ACC0002003112,Customer_3113,Blatena Saving Account,Addis Ababa,3141.83,193,0.9999997404758517
CIF01003110,ACC0002003110,Customer_3111,Blatena Saving Account,Tigray,135162.12,352,0.9999997404758517
CIF01003107,ACC0002003107,Customer_3108,Janderebaw Saving Account,SNNPR,2212.14,274,0.9999997404758517
CIF01003106,ACC0002003106,Customer_3107,Janderebaw Saving Account,Oromia,37357.0,192,0.9999997404758517
CIF01003418,ACC0002003418,Customer_3419,Ordinary Saving Account,Amhara,6155.75,214,0.9999997404758517
CIF01003405,ACC0002003405,Customer_3406,Ordinary Saving Account,Dire Dawa,5619.98,323,0.9999997404758517
CIF01003391,ACC0002003391,Customer_3392,Prime Customer Deposit Account,Addis Ababa,27441.63,187,0.9999997404758517
CIF01003380,ACC0002003380,Customer_3381,Agape Saving Account,Tigray,24316.73,326,0.9999997404758517
CIF01003375,ACC0002003375,Customer_3376,Dekemezmur Saving Account,Amhara,115203.47,249,0.9999997404758517
CIF01003354,ACC0002003354,Customer_3355,Werazut Saving Account,Harari,72160.77,307,0.9999997404758517
CIF01003330,ACC0002003330,Customer_3331,Tirufat Savings Account,Gambela,284172.03,308,0.9999997404758517
CIF01003326,ACC0002003326,Customer_3327,Asrat Bekurat Saving Account,Addis Ababa,38226.7,230,0.9999997404758517
CIF01003308,ACC0002003308,Customer_3309,Couples Saving Deposit,Oromia,33345.47,313,0.9999997404758517
CIF01003307,ACC0002003307,Customer_3308,Hiruyan Saving Account,Somali,1597.01,284,0.9999997404758517
CIF01003286,ACC0002003286,Customer_3287,Prime Customer Deposit Account,Amhara,3290.67,207,0.9999997404758517
CIF01003255,ACC0002003255,Customer_3256,Tirufat Savings Account,Oromia,1099.61,318,0.9999997404758517
CIF01003253,ACC0002003253,Customer_3254,Ordinary Saving Account,Oromia,15617.3,319,0.9999997404758517
CIF01003242,ACC0002003242,Customer_3243,Ordinary Saving Account,Addis Ababa,260274.48,291,0.9999997404758517
CIF01003241,ACC0002003241,Customer_3242,Ordinary Saving Account,Addis Ababa,2632.44,256,0.9999997404758517
CIF01003223,ACC0002003223,Customer_3224,Ordinary Saving Account,Somali,22942.69,295,0.9999997404758517
CIF01003539,ACC0002003539,Customer_3540,Janderebaw Saving Account,Oromia,2199.06,238,0.9999997404758517
CIF01003535,ACC0002003535,Customer_3536,Janderebaw Saving Account,Sidama,266.77,195,0.9999997404758517
CIF01003534,ACC0002003534,Customer_3535,Ordinary Saving Account,Oromia,149062.12,183,0.9999997404758517
CIF01003533,ACC0002003533,Customer_3534,Blatena Saving Account,Gambela,1456.43,218,0.9999997404758517
CIF01003514,ACC0002003514,Customer_3515,Ordinary Saving Account,Oromia,42664.83,215,0.9999997404758517
CIF01003512,ACC0002003512,Customer_3513,Asrat Bekurat Saving Account,Amhara,23536.77,226,0.9999997404758517
CIF01003510,ACC0002003510,Customer_3511,Janderebaw Saving Account,Afar,916120.79,198,0.9999997404758517
CIF01003507,ACC0002003507,Customer_3508,Washera Saving Account,Oromia,6945.86,182,0.9999997404758517
CIF01003505,ACC0002003505,Customer_3506,Werazut Saving Account,SNNPR,23406.04,225,0.9999997404758517
CIF01003501,ACC0002003501,Customer_3502,Sitota Saving Deposit,Tigray,10089.62,190,0.9999997404758517
CIF01003495,ACC0002003495,Customer_3496,Special Saving Account,Addis Ababa,29598.43,232,0.9999997404758517
CIF01003494,ACC0002003494,Customer_3495,Ahati Saving Account,Oromia,9012.72,284,0.9999997404758517
CIF01003441,ACC0002003441,Customer_3442,Ahadu Bereket Saving Account,Tigray,10269.12,288,0.9999997404758517
CIF01003433,ACC0002003433,Customer_3434,Janderebaw Saving Account,Amhara,4619.72,301,0.9999997404758517
CIF01003421,ACC0002003421,Customer_3422,Abew Saving Account,Tigray,9064.86,226,0.9999997404758517
CIF01003693,ACC0002003693,Customer_3694,Dekemezmur Saving Account,Addis Ababa,7906.46,335,0.9999997404758517
CIF01003680,ACC0002003680,Customer_3681,Asrat Bekurat Saving Account,Addis Ababa,19040.95,282,0.9999997404758517
CIF01003670,ACC0002003670,Customer_3671,Ordinary Saving Account,Sidama,1703.74,261,0.9999997404758517
CIF01003652,ACC0002003652,Customer_3653,Ahati Saving Account,Amhara,47500.45,245,0.9999997404758517
CIF01003645,ACC0002003645,Customer_3646,Asrat Bekurat Saving Account,SNNPR,217.3,196,0.9999997404758517
CIF01003638,ACC0002003638,Customer_3639,Ordinary Saving Account,Afar,40417.25,327,0.9999997404758517
CIF01003634,ACC0002003634,Customer_3635,Dekemezmur Saving Account,Gambela,6445.78,326,0.9999997404758517
CIF01003621,ACC0002003621,Customer_3622,Equb Saving Account,Harari,4139.02,267,0.9999997404758517
CIF01003617,ACC0002003617,Customer_3618,Couples Saving Deposit,Somali,9981.34,196,0.9999997404758517
CIF01003615,ACC0002003615,Customer_3616,Agape Saving Account,Oromia,819.02,265,0.9999997404758517
CIF01003602,ACC0002003602,Customer_3603,Prime Customer Deposit Account,Amhara,19318.64,322,0.9999997404758517
CIF01003595,ACC0002003595,Customer_3596,Dekemezmur Saving Account,Addis Ababa,14149.22,241,0.9999997404758517
CIF01003591,ACC0002003591,Customer_3592,Ordinary Saving Account,Addis Ababa,10955.52,198,0.9999997404758517
CIF01003583,ACC0002003583,Customer_3584,Equb Saving Account,Amhara,19636.61,255,0.9999997404758517
CIF01003567,ACC0002003567,Customer_3568,Ahadu Bereket Saving Account,Oromia,8643.78,255,0.9999997404758517
CIF01003566,ACC0002003566,Customer_3567,Couples Saving Deposit,Tigray,19983.33,229,0.9999997404758517
CIF01003850,ACC0002003850,Customer_3851,Ordinary Saving Account,Addis Ababa,88123.47,254,0.9999997404758517
CIF01003848,ACC0002003848,Customer_3849,Abew Saving Account,Addis Ababa,25151.09,272,0.9999997404758517
CIF01003845,ACC0002003845,Customer_3846,Ordinary Saving Account,Addis Ababa,4253.1,209,0.9999997404758517
CIF01003842,ACC0002003842,Customer_3843,Hiruyan Saving Account,Oromia,411065.47,284,0.9999997404758517
CIF01003841,ACC0002003841,Customer_3842,Tirufat Savings Account,Sidama,12290.82,352,0.9999997404758517
CIF01003821,ACC0002003821,Customer_3822,Agape Saving Account,Amhara,1087160.75,258,0.9999997404758517
CIF01003811,ACC0002003811,Customer_3812,Special Saving Account,Addis Ababa,16906.34,222,0.9999997404758517
CIF01003788,ACC0002003788,Customer_3789,Tirufat Savings Account,Sidama,27778.15,283,0.9999997404758517
CIF01003777,ACC0002003777,Customer_3778,Dekemezmur Saving Account,Oromia,68433.47,277,0.9999997404758517
CIF01003773,ACC0002003773,Customer_3774,Agape Saving Account,SNNPR,25264.9,198,0.9999997404758517
CIF01003740,ACC0002003740,Customer_3741,Agape Saving Account,Addis Ababa,27243.74,314,0.9999997404758517
CIF01003732,ACC0002003732,Customer_3733,Abew Saving Account,Addis Ababa,33594.52,354,0.9999997404758517
CIF01003730,ACC0002003730,Customer_3731,Special Saving Account,Oromia,17724.57,184,0.9999997404758517
CIF01003719,ACC0002003719,Customer_3720,Special Saving Account,SNNPR,11347.87,266,0.9999997404758517
CIF01003711,ACC0002003711,Customer_3712,Prime Customer Deposit Account,Oromia,21437.73,273,0.9999997404758517
CIF01003701,ACC0002003701,Customer_3702,Special Saving Account,Addis Ababa,1355.47,182,0.9999997404758517
CIF01004017,ACC0002004017,Customer_4018,Couples Saving Deposit,Amhara,41622.46,231,0.9999997404758517
CIF01004012,ACC0002004012,Customer_4013,Hiruyan Saving Account,Gambela,118059.78,332,0.9999997404758517
CIF01003995,ACC0002003995,Customer_3996,Janderebaw Saving Account,SNNPR,1700.98,333,0.9999997404758517
CIF01003978,ACC0002003978,Customer_3979,Couples Saving Deposit,Addis Ababa,7104.31,288,0.9999997404758517
CIF01003960,ACC0002003960,Customer_3961,Abew Saving Account,Addis Ababa,4645.67,333,0.9999997404758517
CIF01003955,ACC0002003955,Customer_3956,Ordinary Saving Account,SNNPR,19073.77,360,0.9999997404758517
CIF01003952,ACC0002003952,Customer_3953,Hiruyan Saving Account,Addis Ababa,1590.58,274,0.9999997404758517
CIF01003946,ACC0002003946,Customer_3947,Special Saving Account,Benishangul-Gumuz,145749.19,192,0.9999997404758517
CIF01003943,ACC0002003943,Customer_3944,Special Saving Account,Addis Ababa,6994.12,350,0.9999997404758517
CIF01003904,ACC0002003904,Customer_3905,Werazut Saving Account,Addis Ababa,3767.51,182,0.9999997404758517
CIF01003899,ACC0002003899,Customer_3900,Special Saving Account,Dire Dawa,6696.53,286,0.9999997404758517
CIF01003897,ACC0002003897,Customer_3898,Werazut Saving Account,Afar,107709.9,306,0.9999997404758517
CIF01003887,ACC0002003887,Customer_3888,Equb Saving Account,SNNPR,23970.1,354,0.9999997404758517
CIF01003883,ACC0002003883,Customer_3884,Werazut Saving Account,Addis Ababa,6161.8,286,0.9999997404758517
CIF01003877,ACC0002003877,Customer_3878,Special Saving Account,Benishangul-Gumuz,140602.53,260,0.9999997404758517
CIF01003855,ACC0002003855,Customer_3856,Hiruyan Saving Account,Gambela,7778.48,299,0.9999997404758517
CIF01004136,ACC0002004136,Customer_4137,Ahati Saving Account,Addis Ababa,13362.01,354,0.9999997404758517
CIF01004135,ACC0002004135,Customer_4136,Asrat Bekurat Saving Account,Oromia,55802.25,238,0.9999997404758517
CIF01004134,ACC0002004134,Customer_4135,Abew Saving Account,Addis Ababa,1600.02,263,0.9999997404758517
CIF01004124,ACC0002004124,Customer_4125,Tirufat Savings Account,Oromia,8778.16,322,0.9999997404758517
CIF01004110,ACC0002004110,Customer_4111,Washera Saving Account,Addis Ababa,17077.0,231,0.9999997404758517
CIF01004099,ACC0002004099,Customer_4100,Prime Customer Deposit Account,Oromia,30963.78,195,0.9999997404758517
CIF01004073,ACC0002004073,Customer_4074,Ordinary Saving Account,Tigray,9002.76,297,0.9999997404758517
CIF01004071,ACC0002004071,Customer_4072,Ahati Saving Account,Amhara,337971.99,278,0.9999997404758517
CIF01004070,ACC0002004070,Customer_4071,Special Saving Account,SNNPR,3443.58,279,0.9999997404758517
CIF01004048,ACC0002004048,Customer_4049,Ordinary Saving Account,Tigray,27794.6,275,0.9999997404758517
CIF01004041,ACC0002004041,Customer_4042,Ordinary Saving Account,Addis Ababa,22828.12,340,0.9999997404758517
CIF01004037,ACC0002004037,Customer_4038,Special Saving Account,Oromia,223.29,256,0.9999997404758517
CIF01004030,ACC0002004030,Customer_4031,Werazut Saving Account,Addis Ababa,36906.9,281,0.9999997404758517
CIF01004029,ACC0002004029,Customer_4030,Hiruyan Saving Account,Addis Ababa,2162.41,329,0.9999997404758517
CIF01004026,ACC0002004026,Customer_4027,Sitota Saving Deposit,Amhara,44772.51,294,0.9999997404758517
CIF01004018,ACC0002004018,Customer_4019,Equb Saving Account,SNNPR,120506.11,216,0.9999997404758517
CIF01004347,ACC0002004347,Customer_4348,Dekemezmur Saving Account,Oromia,73727.94,350,0.9999997404758517
CIF01004341,ACC0002004341,Customer_4342,Hiruyan Saving Account,Dire Dawa,15625.24,251,0.9999997404758517
CIF01004316,ACC0002004316,Customer_4317,Ordinary Saving Account,Amhara,62507.95,336,0.9999997404758517
CIF01004309,ACC0002004309,Customer_4310,Tirufat Savings Account,Harari,5401.37,316,0.9999997404758517
CIF01004306,ACC0002004306,Customer_4307,Asrat Bekurat Saving Account,Gambela,114944.97,184,0.9999997404758517
CIF01004304,ACC0002004304,Customer_4305,Ahadu Bereket Saving Account,Addis Ababa,135062.63,333,0.9999997404758517
CIF01004293,ACC0002004293,Customer_4294,Hiruyan Saving Account,Oromia,1693.05,259,0.9999997404758517
CIF01004274,ACC0002004274,Customer_4275,Special Saving Account,Benishangul-Gumuz,7701.72,240,0.9999997404758517
CIF01004273,ACC0002004273,Customer_4274,Werazut Saving Account,Oromia,195726.46,273,0.9999997404758517
CIF01004259,ACC0002004259,Customer_4260,Janderebaw Saving Account,Addis Ababa,1989.7,267,0.9999997404758517
CIF01004242,ACC0002004242,Customer_4243,Ahati Saving Account,Addis Ababa,32809.35,272,0.9999997404758517
CIF01004241,ACC0002004241,Customer_4242,Abew Saving Account,Oromia,12859.08,307,0.9999997404758517
CIF01004204,ACC0002004204,Customer_4205,Janderebaw Saving Account,Sidama,38910.57,339,0.9999997404758517
CIF01004202,ACC0002004202,Customer_4203,Ordinary Saving Account,Amhara,27364.44,222,0.9999997404758517
CIF01004171,ACC0002004171,Customer_4172,Werazut Saving Account,Oromia,10511.58,183,0.9999997404758517
CIF01004140,ACC0002004140,Customer_4141,Abew Saving Account,Harari,140464.95,209,0.9999997404758517
CIF01004539,ACC0002004539,Customer_4540,Werazut Saving Account,Amhara,2217.4,232,0.9999997404758517
CIF01004535,ACC0002004535,Customer_4536,Couples Saving Deposit,Gambela,415804.27,350,0.9999997404758517
CIF01004506,ACC0002004506,Customer_4507,Ordinary Saving Account,SNNPR,18774.82,258,0.9999997404758517
CIF01004503,ACC0002004503,Customer_4504,Blatena Saving Account,Addis Ababa,32736.7,332,0.9999997404758517
CIF01004493,ACC0002004493,Customer_4494,Ordinary Saving Account,Benishangul-Gumuz,32397.63,240,0.9999997404758517
CIF01004471,ACC0002004471,Customer_4472,Sitota Saving Deposit,Oromia,6864.3,284,0.9999997404758517
CIF01004463,ACC0002004463,Customer_4464,Ahati Saving Account,Amhara,1029.77,288,0.9999997404758517
CIF01004454,ACC0002004454,Customer_4455,Ordinary Saving Account,SNNPR,13032.52,282,0.9999997404758517
CIF01004448,ACC0002004448,Customer_4449,Ahadu Bereket Saving Account,Amhara,27159.12,353,0.9999997404758517
CIF01004436,ACC0002004436,Customer_4437,Washera Saving Account,Tigray,109306.16,317,0.9999997404758517
CIF01004423,ACC0002004423,Customer_4424,Ordinary Saving Account,Oromia,7834.34,314,0.9999997404758517
CIF01004409,ACC0002004409,Customer_4410,Werazut Saving Account,Tigray,18138.06,185,0.9999997404758517
CIF01004391,ACC0002004391,Customer_4392,Blatena Saving Account,Oromia,5976.13,353,0.9999997404758517
CIF01004370,ACC0002004370,Customer_4371,Ahadu Bereket Saving Account,Dire Dawa,14828.46,312,0.9999997404758517
CIF01004369,ACC0002004369,Customer_4370,Ordinary Saving Account,Gambela,29752.64,235,0.9999997404758517
CIF01004368,ACC0002004368,Customer_4369,Sitota Saving Deposit,Amhara,27564.49,224,0.9999997404758517
CIF01004705,ACC0002004705,Customer_4706,Hiruyan Saving Account,Amhara,1220.31,269,0.9999997404758517
CIF01004702,ACC0002004702,Customer_4703,Werazut Saving Account,Oromia,73936.9,320,0.9999997404758517
CIF01004698,ACC0002004698,Customer_4699,Blatena Saving Account,Amhara,2572.46,245,0.9999997404758517
CIF01004691,ACC0002004691,Customer_4692,Ordinary Saving Account,Amhara,55554.49,302,0.9999997404758517
CIF01004678,ACC0002004678,Customer_4679,Equb Saving Account,Afar,32335.38,300,0.9999997404758517
CIF01004664,ACC0002004664,Customer_4665,Blatena Saving Account,SNNPR,81448.14,307,0.9999997404758517
CIF01004651,ACC0002004651,Customer_4652,Blatena Saving Account,Harari,29075.99,318,0.9999997404758517
CIF01004625,ACC0002004625,Customer_4626,Special Saving Account,Dire Dawa,22729.52,305,0.9999997404758517
CIF01004620,ACC0002004620,Customer_4621,Special Saving Account,Oromia,5086.46,213,0.9999997404758517
CIF01004619,ACC0002004619,Customer_4620,Hiruyan Saving Account,Addis Ababa,145741.14,204,0.9999997404758517
CIF01004601,ACC0002004601,Customer_4602,Ahati Saving Account,Addis Ababa,24050.3,232,0.9999997404758517
CIF01004598,ACC0002004598,Customer_4599,Hiruyan Saving Account,Addis Ababa,900.65,214,0.9999997404758517
CIF01004574,ACC0002004574,Customer_4575,Abew Saving Account,Tigray,56993.88,320,0.9999997404758517
CIF01004569,ACC0002004569,Customer_4570,Equb Saving Account,Dire Dawa,473.19,307,0.9999997404758517
CIF01004565,ACC0002004565,Customer_4566,Ordinary Saving Account,Oromia,4646.38,314,0.9999997404758517
CIF01004543,ACC0002004543,Customer_4544,Ordinary Saving Account,Addis Ababa,1654.32,345,0.9999997404758517
CIF01004810,ACC0002004810,Customer_4811,Ordinary Saving Account,Afar,1403.26,287,0.9999997404758517
CIF01004782,ACC0002004782,Customer_4783,Prime Customer Deposit Account,Tigray,111777.57,343,0.9999997404758517
CIF01004767,ACC0002004767,Customer_4768,Special Saving Account,Oromia,380595.58,226,0.9999997404758517
CIF01004763,ACC0002004763,Customer_4764,Ahati Saving Account,Addis Ababa,4567.67,256,0.9999997404758517
CIF01004762,ACC0002004762,Customer_4763,Ordinary Saving Account,Addis Ababa,2273.64,194,0.9999997404758517
CIF01004759,ACC0002004759,Customer_4760,Dekemezmur Saving Account,Addis Ababa,6058.83,296,0.9999997404758517
CIF01004750,ACC0002004750,Customer_4751,Ahati Saving Account,Addis Ababa,2300.98,194,0.9999997404758517
CIF01004737,ACC0002004737,Customer_4738,Special Saving Account,Amhara,31099.6,186,0.9999997404758517
CIF01004732,ACC0002004732,Customer_4733,Ordinary Saving Account,Tigray,873.52,326,0.9999997404758517
CIF01004723,ACC0002004723,Customer_4724,Special Saving Account,Amhara,8361.94,251,0.9999997404758517
CIF01004716,ACC0002004716,Customer_4717,Asrat Bekurat Saving Account,Sidama,17231.93,275,0.9999997404758517
CIF01004713,ACC0002004713,Customer_4714,Ahadu Bereket Saving Account,Addis Ababa,3921.35,186,0.9999997404758517
CIF01004709,ACC0002004709,Customer_4710,Agape Saving Account,Amhara,5068.53,234,0.9999997404758517
CIF01004707,ACC0002004707,Customer_4708,Janderebaw Saving Account,Addis Ababa,5046.78,183,0.9999997404758517
CIF01004981,ACC0002004981,Customer_4982,Ordinary Saving Account,Addis Ababa,5595.34,184,0.9999997404758517
CIF01004969,ACC0002004969,Customer_4970,Agape Saving Account,Amhara,1384.07,319,0.9999997404758517
CIF01004960,ACC0002004960,Customer_4961,Ahati Saving Account,Oromia,121025.01,220,0.9999997404758517
CIF01004956,ACC0002004956,Customer_4957,Ordinary Saving Account,SNNPR,3752.9,303,0.9999997404758517
CIF01004939,ACC0002004939,Customer_4940,Werazut Saving Account,Addis Ababa,65948.95,220,0.9999997404758517
CIF01004935,ACC0002004935,Customer_4936,Dekemezmur Saving Account,Amhara,825856.77,194,0.9999997404758517
CIF01004928,ACC0002004928,Customer_4929,Blatena Saving Account,Gambela,2662.84,296,0.9999997404758517
CIF01004915,ACC0002004915,Customer_4916,Ordinary Saving Account,Oromia,127483.39,217,0.9999997404758517
CIF01004912,ACC0002004912,Customer_4913,Prime Customer Deposit Account,Addis Ababa,84277.85,296,0.9999997404758517
CIF01004908,ACC0002004908,Customer_4909,Ordinary Saving Account,Harari,53899.17,320,0.9999997404758517
CIF01004905,ACC0002004905,Customer_4906,Ahati Saving Account,Addis Ababa,26961.24,321,0.9999997404758517
CIF01004903,ACC0002004903,Customer_4904,Ordinary Saving Account,Addis Ababa,18478.76,288,0.9999997404758517
CIF01004900,ACC0002004900,Customer_4901,Janderebaw Saving Account,Amhara,123883.96,300,0.9999997404758517
CIF01004895,ACC0002004895,Customer_4896,Special Saving Account,SNNPR,47572.98,293,0.9999997404758517
CIF01004821,ACC0002004821,Customer_4822,Special Saving Account,Addis Ababa,1296.18,331,0.9999997404758517
CIF01004818,ACC0002004818,Customer_4819,Dekemezmur Saving Account,SNNPR,4014.95,205,0.9999997404758517
CIF01005169,ACC0002005169,Customer_5170,Ordinary Saving Account,Harari,5075.54,299,0.9999997404758517
CIF01005167,ACC0002005167,Customer_5168,Special Saving Account,Addis Ababa,67444.66,239,0.9999997404758517
CIF01005154,ACC0002005154,Customer_5155,Special Saving Account,Tigray,115050.43,265,0.9999997404758517
CIF01005144,ACC0002005144,Customer_5145,Ordinary Saving Account,Addis Ababa,31351.31,345,0.9999997404758517
CIF01005136,ACC0002005136,Customer_5137,Washera Saving Account,Oromia,22162.17,184,0.9999997404758517
CIF01005124,ACC0002005124,Customer_5125,Hiruyan Saving Account,Sidama,3302.94,270,0.9999997404758517
CIF01005120,ACC0002005120,Customer_5121,Couples Saving Deposit,Tigray,1188.9,231,0.9999997404758517
CIF01005116,ACC0002005116,Customer_5117,Werazut Saving Account,Tigray,7568.53,311,0.9999997404758517
CIF01005102,ACC0002005102,Customer_5103,Special Saving Account,Benishangul-Gumuz,606513.69,328,0.9999997404758517
CIF01005095,ACC0002005095,Customer_5096,Werazut Saving Account,Addis Ababa,1733.06,334,0.9999997404758517
